Reference code	Original Reference No	Location code	Title	Other title 1	Other title 2	Other title 3	Other title 4	Creator	Date (start) YYYY	start confirm	Date (end) YYYY	end confirm	Level of description	Extent	Medium	Language	Administrative history	Content	Condition governing access	Related unit(s) of description	Other notes	Internal only notes	Complete or not	Status review required	Date of collection	Source	Acquisition method	Material type	Record disclosure counter	Condition	Archivist's remarks	Archival history	Conservation related issues	Master reference code	Name & Subject	Important item(s)
SEK-6-050	H.32-B-3	D01/06	Hutchison Whampoa - board agendas & minutes of meetings 3	____					1980		1981			3	folder(s)	Eng		Hutchison International, Ltd. is a conglomate encompassing a range of companies in a variety of industries. Hutchison International, Ltd.'s four areas of investment include: property, trading, quarrying and construction, and container, warehouse and transport. Companies of note which fall under the Hutchison International, Ltd. umbrella include: Hong Kong & Whampoa Dock Co., the John D Hutchison Ltd. Group, A.S. Watson Co., and Anderson Asia. This file contains minutes from meetings of the board, resoulutions of directors, and executive correspondence collected by Horace Kadoorie in his capacity as a director of the company. 	2				FALSE	FALSE		SGB 24F			1981						Hutchison Whampoa	
SEK-6-051	H.32-C-1	D01/06	Hutchison Whampoa - executive communications	____					1979		1982			1	folder(s)	Eng		Hutchison International, Ltd. is a conglomate encompassing a range of companies in a variety of industries. Hutchison International, Ltd.'s four areas of investment include: property, trading, quarrying and construction, and container, warehouse and transport. Companies of note which fall under the Hutchison International, Ltd. umbrella include: Hong Kong & Whampoa Dock Co., the John D Hutchison Ltd. Group, A.S. Watson Co., and Anderson Asia. This file contains minutes from meetings of the board, resoulutions of directors, and executive correspondence collected by Horace Kadoorie in his capacity as a director of the company. 	2				FALSE	FALSE		SGB 24F			1982						Hutchison Whampoa	
SEK-6-052		D03/17	Hutchison Whampoa Limited Directorship 1	____					1996		2004			2	folder(s)	Eng			2				FALSE	FALSE					2004							
SEK-6-053		D03/17-D03/18	Hutchison Whampoa Limited Directorship 2	____					2005		2006			3	folder(s)	Eng			2				FALSE	FALSE					2006							
SEK-6-054	H.33-A-1	D03/18	Heliservices (Hong Kong) - operations (general correspondence)						1978		1979			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976 as a joint venture between Evergreen Helicopters, Inc. and the Kadoorie Family through Sir Elly Kadoorie Continuation, Ltd. Evergreen Helicopters, Inc. began as operational and management experts. Evergreen exited the company in the 1980s, but by that time Heliservices was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. The company's first project was to support the construction of power lines in the New Territories.  This file contains the original J.V. agreement between Sir Elly Kadoorie Continuation and Evergreen, as well as administrative and management correspondence. 	1				FALSE	FALSE		SGB 3rd			1979						Heliservices	
SEK-6-055	H.33-A-1	D01/07	Heliservices (Hong Kong) - general correspondence 1						1979					3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	1				FALSE	FALSE		SGB 3rd			1979						Heliservices	
SEK-6-056	H.33-A-2	D01/07	Heliservices (Hong Kong) - general correspondence 2						1979		1982			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			1982						Heliservices	
SEK-6-057	H.33-A-3	D01/08	Heliservices (Hong Kong) - general correspondence 3						1982		1983			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			1983							
SEK-6-058	H.33-A-4	D01/08	Heliservices (Hong Kong) - general correspondence 4						1983		1984			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			1984							
SEK-6-059	H.33-A-5	D01/09	Heliservices (Hong Kong) - general correspondence 5						1984		1986			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			1986							
SEK-6-060	H.33-A-6	D01/09-D01/10	Heliservices (Hong Kong) - general correspondence 6						1986		1990			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			1990						Heliservices	
SEK-6-061	H.33-A-7	D01/10	Heliservices (Hong Kong) - general correspondence 7						1990		1993			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes in addition to photographs and company brochures. 	2				FALSE	FALSE		SGB 3rd			1993						Heliservices	
SEK-6-062	H.33-A-8	D01/11	Heliservices (Hong Kong) - general correspondence 8						1993		1996			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			1996							
SEK-6-063	H.33-A-9	D01/11-D01/12	Heliservices (Hong Kong) - general correspondence 9						1996		1998			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. This file also contains correspondence with other aeronautics companies regarding the formation of the Hong Kong Aviation Club. 	2				FALSE	FALSE		SGB 3rd			1998							
SEK-6-064	H.33-A-10	D03/19	Heliservices (Hong Kong) - general correspondence 10						1998		2001			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976. By the 1980s, the company was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. This file contains administrative records including correspondence, press releases, financial reports, and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			2001							
SEK-6-065	H.33-B-1	D01/12	Heliservices (Hong Kong) - Agenda & minutes of management meetings, board meetings and monthly accounts						1978		1982			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976 as a joint venture between Evergreen Helicopters, Inc. and the Kadoorie Family through Sir Elly Kadoorie Continuation, Ltd. Evergreen Helicopters, Inc. began as operational and management experts. Evergreen exited the company in the 1980s, but by that time Heliservices was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. The company's first project was to support the construction of power lines in the New Territories.  This file contains early correspondence between the Kadoories and various government departments at the beginning of the formation of the company. It also includes minutes from board meetings and monthly accounts. 	2				FALSE	FALSE		SGB 3rd			1982						Heliservices	
SEK-6-066	H.33-B-2	D01/13	Heliservices (Hong Kong) - Agenda & minutes of management meetings, board meetings and monthly accounts						1982		1985			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976 as a joint venture between Evergreen Helicopters, Inc. and the Kadoorie Family through Sir Elly Kadoorie Continuation, Ltd. Evergreen Helicopters, Inc. began as operational and management experts. Evergreen exited the company in the 1980s, but by that time Heliservices was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. The company's first project was to support the construction of power lines in the New Territories.  This file contains minutes from board meetings and monthly accounts as well as administrative and management correspondence. 	2				FALSE	FALSE		SGB 3rd			1985						Heliservices	
SEK-6-067	H.33-B-3	D03/19	Heliservices (Hong Kong) - Agenda & minutes of management meetings, board meetings and monthly accounts						1985					2	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976 as a joint venture between Evergreen Helicopters, Inc. and the Kadoorie Family through Sir Elly Kadoorie Continuation, Ltd. Evergreen Helicopters, Inc. began as operational and management experts. Evergreen exited the company in the 1980s, but by that time Heliservices was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. The company's first project was to support the construction of power lines in the New Territories.  This file contains early correspondence between the Kadoories and various government departments at the beginning of the formation of the company. It also includes minutes from board meetings, monthly accounts and photographs. 	2				FALSE	FALSE		SGB 3rd			1985						Heliservices	
SEK-6-068	H.33-C-1	D03/19-D03/20	Heliservices (Hong Kong) - HK/Macau/Bangkok helicopter service (general correspondence minutes)						1978		1982			3	folder(s)	Eng		Heliservices is a helicopter operating company founded in 1976 as a joint venture between Evergreen Helicopters, Inc. and the Kadoorie Family through Sir Elly Kadoorie Continuation, Ltd. Evergreen Helicopters, Inc. began as operational and management experts. Evergreen exited the company in the 1980s, but by that time Heliservices was well established in construction and maritime-related services and expanded the business to offer tourism-related passenger services. The company's first project was to support the construction of power lines in the New Territories.  This file contains early correspondence between the Kadoories and various individuals to select the best location for the company to base its operations. 	2				FALSE	FALSE		SGB 3rd			1982						Heliservices	
SEK-6-069	I.1-A/I	D01/21	Island Dyeing & Printing - general						1993		1994			1	folder(s)	Eng		Formed as a joint venture between Nanyang Cotton Mills, Ltd. and two parties from Japan, C. Itoh & Co., Ltd. and Kyozara Dye Works in 1964, this company focused on dyeing, bleaching, finishing, and printing of fabric. Its mill was located at Kwai Chuang in the New Territories. The company went public in the 1970s. Lawrence Kadoorie served as a director of the company at its inception and Sir Elly Kadoorie and Sons continued to be involved in its management for many years. This file contains administrative correspondence relating to company management. 	2				FALSE	FALSE		SGB 24F			1994						Island Dyeing & Printing	
